,Model,Brand,Price,Odometer,Paint color,Condition,Fuel,Transmission,Type
17561,1964,plymouth,5900.0,11111,custom,good,gas,automatic,coupe
17562,1999,1999,4000.0,60000,blue,good,gas,automatic,sedan
17563,1977,Ford,23600.0,2101,black,good,gas,automatic,pickup
17564,2009,toyota,6950.0,191500,blue,good,gas,automatic,sedan
17565,1990,Oldsmobile,5000.0,147800,grey,good,gas,automatic,coupe
17568,2018,Toyota,19990.0,22155,black,good,other,other,sedan
17569,2018,Kia,22990.0,11105,white,good,other,automatic,sedan
17570,2018,Honda,34590.0,16963,silver,good,other,automatic,sedan
17573,2020,Toyota,32990.0,2934,white,good,gas,automatic,sedan
17574,2014,Volkswagen,19990.0,48783,black,good,gas,automatic,sedan
17575,2018,Buick,29590.0,26494,black,good,other,other,wagon
17576,2019,Lexus,38590.0,5432,red,good,gas,other,hatchback
17577,2018,Mercedes-Benz,32990.0,14364,black,good,gas,other,coupe
17578,2014,Chevrolet,31590.0,58967,black,good,gas,automatic,pickup
17579,2019,Audi,38990.0,16131,white,good,gas,other,sedan
17580,2016,Chrysler,26990.0,55191,red,good,other,automatic,van
17659,2019,Dodge,29990.0,12309,silver,good,gas,other,van
17660,2021,Kia,23990.0,2969,silver,good,gas,other,wagon
17661,2015,chrysler,15000.0,87000,black,good,gas,automatic,sedan
17662,2018,Honda,26990.0,20627,red,good,gas,automatic,sedan
17663,2019,Ford,21990.0,5082,silver,good,gas,other,sedan
17665,2013,Chevrolet,39590.0,13663,black,good,other,other,coupe
17666,2017,Chevrolet,29590.0,11054,white,good,other,automatic,pickup
17669,1976,buick,4000.0,144000,yellow,good,gas,automatic,coupe
17670,2015,Ford,48000.0,190000,black,good,diesel,automatic,bus
17672,2005,honda,2200.0,192000,brown,good,gas,automatic,sedan
17673,2013,Ford,9465.0,122625,white,good,gas,automatic,sedan
17674,2010,Nissan,4780.0,189974,white,good,gas,automatic,sedan
17675,2013,Volkswagen,9480.0,111884,grey,good,gas,automatic,sedan
17676,2013,Chrysler,11925.0,109740,white,good,gas,automatic,sedan
17677,2011,Jeep,15988.0,71354,yellow,good,gas,manual,SUV
17678,2004,chevy,10000.0,200000,blue,good,gas,automatic,truck
17679,2013,Honda,12000.0,132000,grey,good,gas,automatic,van
17680,2005,bmw,6000.0,164000,silver,good,gas,automatic,SUV
17682,2010,nissan,6200.0,146000,black,good,gas,automatic,SUV
17683,2008,nissan,7500.0,148950,silver,good,gas,automatic,SUV
17684,1996,1996,7000.0,182109,blue,fair,gas,automatic,van
17685,1968,chevrolet,10000.0,1000,white,good,gas,manual,truck
17686,2014,cadillac,12900.0,50800,white,good,gas,automatic,SUV
17687,2009,chevrolet,3600.0,166000,red,good,gas,automatic,sedan
17688,2016,toyota,14700.0,119450,blue,good,gas,automatic,sedan
17690,2021,Ram,36590.0,1502,white,good,gas,other,pickup
17691,2017,Toyota,27590.0,31789,white,good,other,automatic,coupe
17693,2021,MINI,28990.0,2978,red,good,gas,automatic,hatchback
17694,2021,Chevrolet,19990.0,4008,black,good,gas,other,hatchback
17695,2015,INFINITI,24590.0,39488,silver,good,other,automatic,hatchback
17697,2021,Chevrolet,19590.0,3040,orange,good,other,other,hatchback
17698,2020,Chevrolet,25990.0,549,red,good,gas,other,hatchback
17699,2016,Mercedes-Benz,33990.0,30728,blue,good,gas,automatic,sedan
17700,1964,gmc,2000.0,103000,brown,good,gas,manual,pickup
17701,2017,MINI,25990.0,19585,red,good,other,automatic,hatchback
17702,2019,Ram,37990.0,19414,white,good,gas,other,pickup
17703,2019,Toyota,32990.0,9498,black,good,gas,other,coupe
17704,2011,Mercedes-Benz,21990.0,63603,white,good,other,automatic,coupe
17705,2021,Chevrolet,19590.0,1314,white,good,other,other,hatchback
17708,2017,Chevrolet,18590.0,16460,blue,good,gas,other,sedan
17710,2007,toyota,14700.0,200000,black,good,gas,automatic,truck
17712,2019,Ram,34990.0,20677,silver,good,gas,other,pickup
17713,2001,ford,2495.0,116000,custom,good,gas,automatic,mini-van
17714,1985,Chevy,8997.0,169000,custom,good,gas,automatic,van
17715,2003,ford,2800.0,160000,green,good,gas,automatic,SUV
17716,2008,HONDA,4900.0,200000,white,fair,gas,automatic,coupe
17717,1999,Isuzu,2000.0,175141,red,good,gas,automatic,SUV
17718,2002,dodge,7500.0,149985,brown,good,gas,automatic,pickup
17719,2003,lincoln,2500.0,134000,green,good,gas,automatic,sedan
17720,2004,chevrolet,3700.0,162000,white,good,gas,automatic,pickup
17722,2016,MINI,24590.0,21208,white,good,gas,other,hatchback
17726,2015,Volkswagen,19990.0,42251,white,good,gas,automatic,sedan
17727,2010,Ford,23990.0,53801,white,good,other,other,coupe
17728,2016,GMC,36990.0,29972,black,good,other,other,pickup
17729,2017,Jeep,38590.0,30482,silver,good,gas,other,SUV
17730,2018,Acura,24990.0,29250,black,good,gas,automatic,sedan
17731,2019,MINI,37590.0,12082,white,good,other,other,hatchback
17734,2013,Volkswagen,16990.0,61327,black,good,other,automatic,sedan
17736,2017,GMC,34990.0,10953,silver,good,gas,automatic,pickup
17737,2014,Hyundai,17590.0,45000,silver,good,other,automatic,hatchback
17738,2018,Chevrolet,24590.0,17380,black,good,other,other,sedan
17740,2013,BMW,35990.0,44631,black,good,gas,automatic,coupe
17741,2020,Hyundai,23990.0,4899,black,good,gas,other,hatchback
17742,2019,Chevrolet,33590.0,30503,black,good,other,other,pickup
17743,2016,Honda,18990.0,30827,silver,good,gas,automatic,hatchback
17744,2017,Nissan,39590.0,42494,black,good,gas,automatic,SUV
17746,2017,MAZDA,22590.0,40014,white,good,gas,automatic,sedan
17748,2007,ford,5000.0,147000,red,fair,gas,automatic,SUV
17749,2004,Ford,28000.0,142661,white,good,diesel,manual,pickup
17750,2005,DODGE,3700.0,178000,black,good,gas,automatic,sedan
17751,2012,hyundai,7250.0,134151,yellow,good,gas,automatic,coupe
17752,2006,Dodge,4500.0,143000,black,good,gas,automatic,hatchback
17753,2008,ford,6900.0,256917,white,good,gas,automatic,van
17754,2006,land,15000.0,74000,black,good,gas,automatic,SUV
17755,2001,chevrolet,4500.0,118467,green,good,gas,automatic,sedan
17756,2006,chevy,15000.0,124000,red,good,gas,automatic,truck
17757,2008,dodge,4000.0,166630,grey,good,gas,automatic,SUV
17758,2012,Mercedes,58900.0,174000,black,good,diesel,automatic,van
17759,1974,Mercedes,12500.0,155000,red,good,gas,automatic,convertible
17760,2006,dodge,3500.0,180000,silver,fair,gas,automatic,SUV
17761,1989,jeep,3500.0,230000,white,fair,gas,automatic,SUV
17762,2009,cadillac,10000.0,175000,custom,good,gas,automatic,SUV
17763,2009,2009,10000.0,175000,custom,good,gas,automatic,SUV
17764,2002,chevrolet,19500.0,66841,white,good,gas,automatic,coupe
17765,2015,gmc,27499.0,152200,white,good,gas,automatic,SUV
17766,1994,dodge,2500.0,180000,white,good,gas,automatic,truck
17767,2008,chevy,14000.0,94000,black,good,gas,automatic,truck
17768,2002,2002,12000.0,250000,green,good,diesel,manual,pickup
17770,2003,mercedes,9500.0,61000,black,salvage,gas,automatic,convertible
17771,2016,2016,27400.0,22000,grey,good,gas,automatic,SUV
17772,1991,jeep,12000.0,145000,green,good,gas,manual,offroad
17773,2013,Cadillac,20990.0,55649,silver,good,gas,other,sedan
17775,2011,Ram,18990.0,46009,white,good,gas,other,pickup
17777,2017,Nissan,17990.0,29032,silver,good,other,other,hatchback
17778,2013,Volkswagen,19990.0,56591,black,good,other,automatic,sedan
17779,2014,Lexus,23990.0,54835,black,good,other,automatic,hatchback
17780,2014,Cadillac,25590.0,46298,red,good,other,other,sedan
17782,2009,Toyota,15990.0,90965,white,good,other,other,van
17783,2015,Chrysler,20990.0,10205,white,good,gas,other,sedan
17785,2015,Lexus,29990.0,44249,white,good,other,automatic,sedan
17787,2017,MINI,22590.0,33870,black,good,gas,automatic,hatchback
17788,2011,Toyota,24990.0,69902,black,good,other,other,pickup
17789,2014,Toyota,20990.0,47250,white,good,other,other,sedan
17791,2016,Hyundai,17590.0,31202,white,good,gas,automatic,hatchback
17792,2010,Toyota,16990.0,58751,white,good,other,automatic,hatchback
17795,2015,Mercedes-Benz,29590.0,63760,silver,good,other,automatic,sedan
17798,1998,1998,2500.0,220000,silver,good,gas,automatic,sedan
17799,2009,toyota,1500.0,285000,red,good,gas,automatic,sedan
17800,1998,dodge,6500.0,146000,white,good,gas,automatic,pickup
17801,2005,2005,9700.0,97925,black,good,gas,automatic,convertible
17802,2004,ford,3300.0,178000,white,good,gas,automatic,truck
17803,1946,NASH,4990.0,100000,grey,good,other,other,coupe
17804,2011,Mercedes-Benz,19900.0,238270,white,good,diesel,automatic,van
17805,2002,Ford,3900.0,159489,white,fair,gas,automatic,truck
17806,2008,Nissan,3900.0,157000,blue,good,gas,automatic,SUV
17807,2001,infiniti,2800.0,240000,silver,fair,gas,automatic,sedan
17808,2012,dodge,3500.0,72101,black,good,gas,automatic,sedan
17809,1998,ford,4800.0,158000,white,good,gas,manual,truck
17810,2012,Land,19500.0,104000,black,good,gas,automatic,SUV
17812,2007,Chevrolet,5750.0,95255,black,good,gas,automatic,sedan
17813,2012,Nissan,7995.0,123134,grey,good,gas,automatic,SUV
17814,2003,mercedes,4400.0,160801,silver,good,gas,automatic,sedan
17815,2004,mercedes-benz,5500.0,135975,silver,good,gas,automatic,sedan
17816,2015,dodge,14300.0,131466,white,good,gas,automatic,pickup
17817,2015,GMC,27990.0,17323,black,good,other,automatic,pickup
17818,2021,Kia,33990.0,3065,black,good,other,other,sedan
17819,2015,Volkswagen,20990.0,58287,blue,good,gas,automatic,sedan
17821,2019,Chevrolet,34590.0,7864,blue,good,other,other,SUV
17822,2018,Chevrolet,39590.0,13596,white,good,other,automatic,pickup
17823,2014,Honda,31590.0,38060,white,good,gas,other,pickup
17824,1986,Jeep,14999.0,191000,white,good,gas,automatic,SUV
17825,2014,Chevrolet,34990.0,39731,black,good,gas,other,pickup
17826,2020,Volkswagen,31590.0,9828,black,good,gas,automatic,sedan
17827,2013,MINI,24990.0,62870,black,good,gas,other,hatchback
17828,1986,Jeep/Wagoneer,14999.0,191000,white,good,gas,automatic,SUV
17829,2013,Hyundai,17990.0,39270,silver,good,other,automatic,sedan
17830,2013,MINI,33990.0,10130,black,good,gas,automatic,hatchback
17831,2017,Chevrolet,36590.0,29486,blue,good,gas,automatic,pickup
17832,2016,Chevrolet,37990.0,13965,blue,good,gas,automatic,pickup
17833,2019,Volkswagen,31990.0,4128,white,good,gas,automatic,sedan
17835,2021,Kia,31990.0,5004,red,good,other,other,sedan
17836,2014,Lexus,28590.0,57410,silver,good,gas,other,sedan
17837,2007,mitsubishi,14500.0,220000,grey,good,diesel,automatic,truck
17838,2008,dodge,2300.0,171869,red,fair,gas,automatic,sedan
17839,2006,ford,12200.0,250000,white,good,gas,automatic,van
17840,2004,chevy,3600.0,171100,grey,good,gas,automatic,sedan
17841,2000,mercedes,5995.0,129030,silver,good,gas,automatic,sedan
17842,2007,kia,8275.0,137950,silver,good,gas,automatic,SUV
17843,2007,hyundai,8345.0,145030,black,good,gas,automatic,SUV
17844,2007,Ford,14988.0,112065,blue,good,gas,manual,coupe
17845,1990,chevrolet,10000.0,140000,white,good,gas,automatic,pickup
17846,1970,Ford,39000.0,15,black,good,gas,automatic,truck
17848,2000,dodge,2100.0,90000,red,good,gas,automatic,truck
17849,2013,2013,13000.0,62450,black,good,gas,automatic,hatchback
17850,1999,dodge,3400.0,183000,grey,good,gas,automatic,truck
17851,2012,volkswagen,10800.0,90300,black,good,gas,automatic,sedan
17853,2004,ford,2800.0,256000,grey,fair,gas,automatic,SUV
17855,2013,nissan,7500.0,167000,red,good,gas,automatic,sedan
17856,2000,saturn,4000.0,55000,custom,good,gas,automatic,sedan
17857,2005,ford,3850.0,193000,white,good,gas,automatic,truck
17858,2010,Jeep,6950.0,141184,custom,good,gas,automatic,SUV
17859,2011,Toyota,11975.0,147467,grey,good,gas,automatic,van
17860,2014,GMC,22680.0,130687,custom,good,gas,automatic,truck
17861,2013,Lexus,19750.0,97770,black,good,gas,automatic,sedan
17862,1976,Che,8500.0,150000,brown,good,gas,automatic,SUV
17865,2008,ford,6500.0,139998,black,good,gas,automatic,SUV
17866,2008,Toyota,7500.0,173624,blue,good,other,automatic,hatchback
17867,2003,chrysler,4200.0,80827,black,good,gas,automatic,convertible
17868,2014,INFINITI,26990.0,25082,red,good,other,automatic,sedan
17944,2021,Toyota,25990.0,2756,black,good,gas,automatic,hatchback
17946,2015,Subaru,26590.0,35864,blue,good,other,automatic,wagon
17947,2014,GMC,37990.0,47179,blue,good,other,automatic,pickup
17948,2018,Nissan,17990.0,10888,silver,good,other,automatic,hatchback
17949,2020,Genesis,39990.0,16263,white,good,gas,other,sedan
17950,2018,Audi,30990.0,23581,white,good,gas,automatic,sedan
17951,2011,Ford,21990.0,72525,silver,good,gas,other,pickup
17955,2019,Nissan,16590.0,25938,white,good,other,other,sedan
17956,2015,Dodge,36990.0,39640,white,good,gas,other,coupe
17957,2019,Ram,34590.0,50169,white,good,other,other,pickup
17958,2018,Volvo,27590.0,23502,black,good,other,other,sedan
17959,2016,Hyundai,20990.0,27901,white,good,other,automatic,sedan
17960,2016,Mitsubishi,20590.0,14457,white,good,gas,automatic,hatchback
17961,2011,Lexus,27590.0,56240,silver,good,gas,other,sedan
17963,2015,Acura,28590.0,6192,silver,good,gas,automatic,sedan
17964,2019,BMW,35590.0,6989,blue,good,gas,other,hatchback
17965,2017,MAZDA,19990.0,21756,white,good,gas,automatic,hatchback
17966,2019,Toyota,18990.0,25987,white,good,gas,other,sedan
17968,2020,Toyota,32990.0,5008,red,good,gas,other,pickup
17969,2002,Ford,1500.0,155000,white,good,gas,automatic,SUV
17970,2012,Kia,5000.0,170000,silver,good,gas,automatic,mini-van
17971,2013,2013,28500.0,99872,white,good,gas,automatic,sedan
17972,2009,acura,8700.0,142000,silver,good,gas,automatic,SUV
17973,2009,ford,17900.0,123798,white,good,diesel,automatic,truck
17974,2013,2013,16500.0,100000,white,good,gas,automatic,van
17975,2015,bmw,25000.0,48000,blue,good,gas,automatic,coupe
17976,1997,Mustang,1100.0,120000,black,fair,gas,manual,coupe
17977,2017,Ford,47999.0,124500,grey,good,diesel,automatic,truck
17978,1999,1999,500.0,175000,red,salvage,gas,automatic,SUV
17979,2004,ford,8500.0,70000,white,good,gas,automatic,pickup
17981,2007,Ford,10417.0,123293,white,good,gas,automatic,van
17982,2013,Ford,19980.0,147155,white,good,gas,automatic,truck
17983,2016,Chevrolet,37885.0,195583,silver,good,gas,automatic,truck
17984,1994,Range,24900.0,176200,white,good,gas,automatic,SUV
17986,2004,2004,4000.0,147000,silver,good,gas,manual,SUV
17988,1984,84,3000.0,50000,blue,fair,diesel,manual,pickup
17989,2012,Jeep,6750.0,169410,white,good,gas,automatic,SUV
17990,2000,ford,2000.0,250000,red,good,gas,automatic,SUV
17991,1998,toyota,3200.0,212345,white,good,gas,automatic,sedan
17992,1973,cadillac,1500.0,107000,white,good,gas,automatic,coupe
17993,2006,dodge,6400.0,176201,white,good,gas,automatic,pickup
17994,2004,buick,4900.0,121430,white,good,gas,automatic,sedan
17995,2008,ford,7200.0,155711,blue,good,gas,automatic,convertible
17996,2006,FORD,7900.0,118053,grey,good,gas,automatic,truck
17997,2015,kia,7400.0,177380,black,good,gas,automatic,sedan
17998,2006,2006,3900.0,464481,white,fair,diesel,manual,truck
18000,2012,Mercedes-Benz,24990.0,83709,black,good,gas,automatic,sedan
18001,2016,Volkswagen,34590.0,32110,blue,good,other,automatic,sedan
18002,2018,Ford,24990.0,7436,red,good,gas,automatic,sedan
18003,2016,Chevrolet,22990.0,26258,silver,good,gas,other,sedan
18004,2017,Audi,28590.0,32402,black,good,other,automatic,wagon
18005,2013,Subaru,17990.0,70037,black,good,gas,automatic,hatchback
18006,2021,Toyota,39990.0,4487,red,good,other,automatic,hatchback
18007,2012,Mercedes-Benz,30590.0,53302,black,good,gas,automatic,sedan
18008,2012,Acura,21990.0,33423,silver,good,gas,automatic,sedan
18009,2017,Audi,35990.0,38140,black,good,gas,automatic,sedan
18010,2014,Audi,37990.0,27473,white,good,gas,automatic,sedan
18011,2014,Mercedes-Benz,37590.0,43164,black,good,other,other,coupe
18012,2019,Volkswagen,25990.0,9477,silver,good,gas,other,sedan
18013,2016,Audi,32990.0,47235,white,good,gas,automatic,sedan
18014,2018,Cadillac,37990.0,63878,black,good,gas,other,sedan
18015,2015,Chevrolet,20590.0,12447,black,good,gas,other,sedan
18016,2015,Subaru,22990.0,51876,white,good,other,automatic,hatchback
18018,2013,Hyundai,24990.0,25045,red,good,other,other,coupe
18019,2015,BMW,30990.0,71771,silver,good,gas,automatic,sedan
18020,2010,kia,6500.0,127835,red,good,gas,automatic,SUV
18021,2015,Nissan,27990.0,15861,black,good,gas,other,pickup
18022,2016,Chevrolet,15990.0,37161,silver,good,other,other,hatchback
18023,2019,Volkswagen,29990.0,2170,red,good,gas,automatic,sedan
18025,2013,suzuki,4700.0,134927,black,good,gas,automatic,hatchback
18026,1989,1989,6500.0,197501,silver,good,gas,manual,SUV
18027,1967,ford,3860.0,100000,orange,fair,gas,automatic,pickup
18028,1967,Ford,3860.0,100000,orange,fair,gas,automatic,pickup
18029,2011,Kia,7995.0,189000,purple,fair,gas,automatic,SUV
18030,1999,chevrolet,27999.0,124000,brown,good,gas,automatic,van
18031,2012,honda,7777.0,192000,white,good,gas,automatic,sedan
18032,1993,chevrolet,16500.0,67000,red,good,gas,automatic,coupe
18033,2008,toyota,8516.0,101000,black,good,gas,automatic,hatchback
18034,2006,GMC,25000.0,195000,white,good,diesel,automatic,truck
18036,2005,honda,5500.0,145000,red,good,gas,automatic,sedan
18037,2014,nissan,8700.0,70955,red,good,gas,automatic,sedan
18039,1999,dodge,12000.0,305000,green,good,diesel,automatic,pickup
18040,2006,ford,21000.0,149500,silver,good,diesel,automatic,truck
18041,2007,pontiac,3900.0,110000,red,good,gas,automatic,convertible
18043,1997,ford,3900.0,147000,red,good,gas,automatic,truck
18044,2005,05,1750.0,154000,silver,good,gas,automatic,sedan
18045,2019,Lexus,39990.0,6894,orange,good,gas,other,hatchback
18046,2017,INFINITI,33590.0,41231,black,good,gas,automatic,coupe
18047,2020,Kia,21990.0,1968,blue,good,other,other,sedan
18048,2015,Kia,15990.0,75020,blue,good,other,other,wagon
18049,2019,Lexus,36590.0,21880,black,good,hybrid,other,hatchback
18050,2012,Audi,25990.0,70067,silver,good,other,automatic,coupe
18128,2017,Nissan,38990.0,24362,black,good,gas,other,pickup
